SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Sep 19 13:01:43 CEST 2024
Benutzer: Student
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H15728
Integrationszeit (usec): 100000 (USB2+H15728)
Spektren Durchschnitt berechnet: 500 (USB2+H15728)
Boxcar Glättung: 0 (USB2+H15728)
Dunkelstromkorrektur: Nein (USB2+H15728)
Puls/Lampe aktiviert: Nein (USB2+H15728)
Correct for Detector Non-linearity: Nein (USB2+H15728)
Streulichtkorrektur: Nein (USB2+H15728)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0,00	860,23
1,00	860,23
2,00	860,23
3,00	824,58
4,00	837,03
5,00	838,72
6,00	839,47
7,00	848,42
8,00	868,15
9,00	872,77
10,00	881,35
11,00	902,59
12,00	909,28
13,00	953,85
14,00	939,46
15,00	963,89
16,00	978,12
17,00	1002,81
18,00	1006,73
19,00	1040,65
20,00	1042,60
21,00	1056,55
22,00	1075,18
23,00	1094,06
24,00	1095,70
25,00	1113,18
26,00	1127,36
27,00	1148,17
28,00	1147,55
29,00	1154,75
30,00	1166,29
31,00	1171,43
32,00	1194,61
33,00	1180,14
34,00	1186,72
35,00	1192,37
36,00	1193,90
37,00	1187,57
38,00	1197,47
39,00	1215,74
40,00	1193,94
41,00	1210,96
42,00	1196,45
43,00	1203,39
44,00	1197,56
45,00	1194,45
46,00	1189,86
47,00	1197,50
48,00	1189,84
49,00	1204,32
50,00	1187,60
51,00	1191,17
52,00	1184,18
53,00	1198,96
54,00	1183,95
55,00	1181,01
56,00	1189,42
57,00	1179,53
58,00	1176,85
59,00	1175,07
60,00	1165,24
61,00	1174,19
62,00	1168,28
63,00	1164,30
64,00	1167,07
65,00	1162,88
66,00	1165,52
67,00	1160,83
68,00	1165,53
69,00	1162,27
70,00	1225,69
71,00	1168,93
72,00	1160,31
73,00	1163,70
74,00	1163,14
75,00	1160,70
76,00	1158,05
77,00	1163,58
78,00	1161,17
79,00	1164,66
80,00	1161,55
81,00	1158,50
82,00	1171,33
83,00	1160,77
84,00	1187,64
85,00	1169,70
86,00	1191,66
87,00	1188,53
88,00	1162,93
89,00	1163,01
90,00	1167,21
91,00	1182,60
92,00	1170,28
93,00	1176,94
94,00	1166,56
95,00	1168,72
96,00	1167,09
97,00	1219,02
98,00	1170,72
99,00	1166,76
100,00	1175,40
101,00	1178,74
102,00	1171,23
103,00	1164,95
104,00	1168,55
105,00	1179,84
106,00	1175,21
107,00	1176,22
108,00	1180,05
109,00	1170,71
110,00	1197,67
111,00	1182,80
112,00	1171,52
113,00	1179,53
114,00	1172,58
115,00	1172,16
116,00	1173,01
117,00	1169,70
118,00	1173,28
119,00	1197,75
120,00	1173,58
121,00	1168,40
122,00	1178,01
123,00	1172,10
124,00	1171,60
125,00	1173,16
126,00	1178,07
127,00	1181,08
128,00	1176,31
129,00	1178,33
130,00	1177,67
131,00	1182,65
132,00	1174,54
133,00	1186,55
134,00	1176,82
135,00	1171,74
136,00	1172,22
137,00	1182,59
138,00	1195,41
139,00	1180,44
140,00	1179,25
141,00	1189,44
142,00	1177,69
143,00	1174,33
144,00	1176,31
145,00	1171,93
146,00	1177,74
147,00	1192,36
148,00	1228,97
149,00	1187,70
150,00	1172,33
151,00	1183,87
152,00	1173,37
153,00	1175,47
154,00	1174,68
155,00	1172,20
156,00	1189,71
157,00	1176,43
158,00	1184,68
159,00	1187,66
160,00	1186,00
161,00	1191,76
162,00	1175,21
163,00	1180,77
164,00	1178,50
165,00	1174,98
166,00	1176,72
167,00	1184,83
168,00	1174,99
169,00	1171,55
170,00	1177,00
171,00	1172,04
172,00	1189,48
173,00	1171,06
174,00	1179,15
175,00	1181,56
176,00	1180,98
177,00	1175,62
178,00	1183,50
179,00	1175,15
180,00	1183,81
181,00	1175,45
182,00	1173,75
183,00	1202,16
184,00	1175,26
185,00	1176,51
186,00	1176,28
187,00	1178,53
188,00	1188,96
189,00	1182,96
190,00	1176,03
191,00	1172,61
