SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Sep 19 16:55:13 CEST 2024
Benutzer: Student
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H15728
Integrationszeit (usec): 1000000 (USB2+H15728)
Spektren Durchschnitt berechnet: 25 (USB2+H15728)
Boxcar Glättung: 0 (USB2+H15728)
Dunkelstromkorrektur: Nein (USB2+H15728)
Puls/Lampe aktiviert: Nein (USB2+H15728)
Correct for Detector Non-linearity: Nein (USB2+H15728)
Streulichtkorrektur: Nein (USB2+H15728)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0,00	932,28
1,00	932,28
2,00	932,28
3,00	891,84
4,00	1025,72
5,00	1014,67
6,00	991,64
7,00	1015,79
8,00	1105,11
9,00	1052,96
10,00	1078,14
11,00	1156,69
12,00	1068,59
13,00	1344,50
14,00	1096,31
15,00	1149,76
16,00	1141,62
17,00	1280,93
18,00	1166,43
19,00	1340,00
20,00	1204,07
21,00	1231,22
22,00	1276,81
23,00	1348,24
24,00	1262,30
25,00	1299,84
26,00	1355,54
27,00	1425,11
28,00	1336,45
29,00	1349,46
30,00	1378,76
31,00	1376,52
32,00	1546,53
33,00	1380,07
34,00	1417,15
35,00	1423,23
36,00	1413,31
37,00	1344,50
38,00	1405,35
39,00	1585,29
40,00	1365,09
41,00	1498,69
42,00	1399,55
43,00	1464,80
44,00	1367,53
45,00	1359,76
46,00	1344,12
47,00	1435,68
48,00	1374,64
49,00	1520,32
50,00	1398,05
51,00	1430,35
52,00	1383,72
53,00	1533,89
54,00	1392,81
55,00	1375,30
56,00	1472,76
57,00	1388,41
58,00	1371,37
59,00	1403,76
60,00	1304,33
61,00	1381,67
62,00	1344,78
63,00	1324,37
64,00	1338,04
65,00	1312,01
66,00	1336,73
67,00	1338,51
68,00	1341,03
69,00	1333,54
70,00	1912,12
71,00	1401,51
72,00	1352,55
73,00	1334,39
74,00	1343,84
75,00	1334,11
76,00	1314,73
77,00	1399,83
78,00	1357,42
79,00	1346,74
80,00	1351,99
81,00	1298,06
82,00	1404,13
83,00	1303,02
84,00	1545,78
85,00	1399,27
86,00	1602,80
87,00	1547,56
88,00	1310,42
89,00	1283,46
90,00	1340,94
91,00	1494,57
92,00	1376,52
93,00	1418,46
94,00	1322,40
95,00	1299,84
96,00	1320,06
97,00	1816,44
98,00	1357,14
99,00	1338,13
100,00	1381,10
101,00	1430,54
102,00	1329,14
103,00	1348,52
104,00	1341,22
105,00	1450,10
106,00	1392,62
107,00	1410,03
108,00	1426,88
109,00	1363,60
110,00	1559,55
111,00	1446,36
112,00	1358,73
113,00	1428,85
114,00	1359,01
115,00	1357,89
116,00	1354,98
117,00	1331,48
118,00	1359,38
119,00	1580,42
120,00	1370,34
121,00	1323,90
122,00	1387,66
123,00	1318,19
124,00	1337,48
125,00	1327,74
126,00	1373,15
127,00	1404,32
128,00	1359,76
129,00	1402,26
130,00	1385,13
131,00	1428,66
132,00	1347,40
133,00	1464,05
134,00	1376,24
135,00	1341,31
136,00	1320,81
137,00	1441,49
138,00	1546,35
139,00	1398,05
140,00	1392,99
141,00	1477,63
142,00	1373,33
143,00	1327,74
144,00	1376,80
145,00	1338,32
146,00	1373,80
147,00	1504,31
148,00	1747,35
149,00	1429,04
150,00	1323,81
151,00	1411,06
152,00	1341,60
153,00	1346,74
154,00	1339,25
155,00	1324,09
156,00	1447,48
157,00	1362,10
158,00	1411,44
159,00	1442,89
160,00	1457,69
161,00	1483,24
162,00	1321,84
163,00	1347,21
164,00	1336,26
165,00	1326,05
166,00	1363,69
167,00	1418,65
168,00	1326,52
169,00	1334,11
170,00	1354,61
171,00	1301,99
172,00	1466,21
173,00	1307,42
174,00	1339,91
175,00	1372,77
176,00	1350,30
177,00	1359,85
178,00	1409,66
179,00	1351,89
180,00	1412,84
181,00	1352,83
182,00	1317,82
183,00	1586,42
184,00	1336,91
185,00	1329,80
186,00	1320,81
187,00	1358,45
188,00	1457,59
189,00	1365,19
190,00	1324,18
191,00	1318,28
192,00	1404,79
193,00	1310,33
194,00	1370,15
195,00	1437,37
196,00	1448,98
197,00	1390,93
198,00	1554,30
199,00	1323,81
200,00	1309,48
201,00	1435,50
202,00	1381,95
203,00	1391,03
204,00	1376,05
205,00	1412,84
206,00	1350,77
207,00	1379,98
208,00	1409,00
209,00	1380,45
210,00	1418,18
211,00	1430,44
212,00	1321,56
213,00	1397,96
214,00	1418,36
215,00	1392,24
216,00	1376,42
217,00	1376,14
218,00	1478,94
219,00	1351,99
220,00	1528,65
221,00	1392,06
222,00	1431,75
223,00	1372,96
224,00	1383,63
225,00	1306,39
226,00	1398,05
227,00	1330,73
228,00	1356,76
229,00	1374,08
230,00	1352,08
231,00	1435,22
232,00	1397,39
233,00	1358,35
234,00	1394,12
235,00	1396,08
236,00	1539,79
237,00	1375,49
238,00	1330,17
239,00	1316,69
240,00	1415,93
241,00	1438,03
242,00	1360,97
243,00	1433,16
244,00	1366,87
245,00	1317,44
246,00	1323,34
247,00	1372,77
248,00	1423,61
249,00	1461,52
250,00	1467,33
251,00	1363,69
252,00	1437,28
253,00	1393,65
254,00	1443,46
255,00	1321,65
256,00	1409,38
257,00	1384,01
258,00	1362,94
259,00	1358,35
260,00	1330,08
261,00	1362,57
262,00	1309,86
263,00	1327,83
264,00	1401,98
265,00	1383,44
266,00	1363,41
267,00	1357,51
268,00	1412,28
269,00	1397,86
270,00	1384,66
271,00	1441,68
272,00	1416,96
273,00	1374,74
274,00	1346,09
275,00	1367,43
276,00	1343,28
277,00	1388,87
278,00	1370,15
279,00	1425,20
280,00	1342,53
281,00	1373,61
282,00	1319,50
283,00	1393,09
284,00	1362,57
285,00	1385,78
286,00	1420,89
287,00	1370,99
288,00	1329,89
289,00	1345,62
290,00	1456,09
291,00	1319,87
292,00	1433,44
293,00	1362,38
294,00	1404,79
295,00	1391,50
296,00	1320,53
297,00	1335,70
298,00	1384,01
299,00	1381,95
300,00	1387,94
301,00	1406,29
302,00	1369,68
303,00	1443,74
304,00	1361,63
305,00	1425,57
306,00	1378,20
307,00	1332,51
308,00	1375,02
309,00	1375,86
310,00	1368,18
311,00	1332,70
312,00	1381,20
313,00	1487,83
314,00	1431,57
315,00	1336,17
316,00	1373,89
317,00	1326,05
318,00	1325,96
319,00	1396,83
320,00	1366,87
321,00	1351,71
322,00	1333,36
323,00	1457,87
324,00	1373,61
325,00	1440,74
326,00	1321,56
327,00	1386,25
328,00	1417,52
329,00	1438,03
330,00	1361,35
331,00	1341,50
332,00	1330,55
333,00	1419,39
334,00	1375,58
335,00	1389,44
336,00	1413,31
337,00	1376,05
338,00	1452,82
339,00	1339,63
340,00	1336,63
341,00	1344,59
342,00	1339,44
343,00	1484,74
344,00	1576,58
345,00	1347,03
346,00	1326,62
347,00	1412,56
348,00	1312,48
349,00	1502,25
350,00	1367,25
351,00	1315,29
352,00	1557,21
353,00	1437,84
354,00	1304,52
355,00	1353,39
356,00	1384,94
357,00	1450,01
358,00	1334,57
359,00	1335,70
360,00	1380,17
361,00	1371,46
362,00	1458,72
363,00	1414,15
364,00	1474,26
365,00	1351,99
366,00	1379,32
367,00	1349,37
368,00	1359,85
369,00	1356,76
370,00	1332,98
371,00	1327,55
372,00	1498,88
373,00	1338,04
374,00	1375,39
375,00	1363,78
376,00	1332,79
377,00	1979,63
378,00	1373,80
379,00	1339,25
380,00	1341,03
381,00	1551,03
382,00	1431,57
383,00	1367,53
384,00	1323,25
385,00	1326,62
386,00	1355,26
387,00	1385,78
388,00	1397,21
389,00	1465,27
390,00	1430,54
391,00	1376,05
392,00	1332,23
393,00	1390,09
394,00	1378,01
395,00	1353,95
396,00	1408,35
397,00	1334,67
398,00	1414,06
399,00	1357,04
400,00	1417,05
401,00	1343,47
402,00	1358,45
403,00	1362,10
404,00	1395,71
405,00	1413,59
406,00	1347,21
407,00	1438,77
408,00	1367,34
409,00	1459,65
410,00	1401,89
